datetime,Open,High,Low,Close,Volume,Spread,RealVolume
2024-02-02 14:45:00,1.08789,1.08834,1.08776,1.08804,638,0,0
2024-02-02 15:00:00,1.08804,1.08855,1.08792,1.08851,814,0,0
2024-02-02 15:15:00,1.08851,1.08861,1.08809,1.0884,894,0,0
2024-02-02 15:30:00,1.08829,1.0883,1.08111,1.08279,3070,0,0
2024-02-02 15:45:00,1.0828,1.0828,1.08038,1.08072,2334,0,0
2024-02-02 16:00:00,1.08072,1.08087,1.07917,1.08035,2312,0,0
2024-02-02 16:15:00,1.08035,1.08085,1.07993,1.07996,1906,0,0
2024-02-02 16:30:00,1.07995,1.08058,1.07942,1.08026,1900,0,0
2024-02-02 16:45:00,1.08026,1.08171,1.08025,1.08092,1803,0,0
2024-02-02 17:00:00,1.08092,1.08117,1.0789900000000001,1.07938,2330,0,0
2024-02-02 17:15:00,1.07938,1.07941,1.07842,1.07846,1906,0,0
2024-02-02 17:30:00,1.07846,1.07986,1.07833,1.07971,1732,0,0
2024-02-02 17:45:00,1.07971,1.08046,1.07946,1.08025,1669,0,0
2024-02-02 18:00:00,1.08026,1.08039,1.07949,1.07954,1649,0,0
2024-02-02 18:15:00,1.07955,1.07973,1.07906,1.07935,1351,0,0
2024-02-02 18:30:00,1.07933,1.07951,1.07855,1.07859,1147,0,0
2024-02-02 18:45:00,1.0786,1.07863,1.07824,1.0786,1041,0,0
2024-02-02 19:00:00,1.07861,1.0788,1.07829,1.07871,966,0,0
2024-02-02 19:15:00,1.07871,1.07925,1.07859,1.0789,856,0,0
2024-02-02 19:30:00,1.0789,1.07914,1.07828,1.07832,891,0,0
2024-02-02 19:45:00,1.07832,1.07853,1.07808,1.07836,920,0,0
2024-02-02 20:00:00,1.07836,1.07847,1.07805,1.07814,1010,0,0
2024-02-02 20:15:00,1.07814,1.07866,1.07805,1.07832,1108,0,0
2024-02-02 20:30:00,1.07832,1.07912,1.07823,1.0790899999999999,1006,0,0
2024-02-02 20:45:00,1.0791,1.07911,1.07853,1.07882,682,0,0
2024-02-02 21:00:00,1.07882,1.07911,1.07862,1.07906,711,0,0
2024-02-02 21:15:00,1.07906,1.07927,1.07889,1.07907,743,0,0
2024-02-02 21:30:00,1.07907,1.07936,1.07897,1.07927,782,0,0
2024-02-02 21:45:00,1.07926,1.07957,1.07906,1.07926,1016,0,0
2024-02-02 22:00:00,1.07926,1.07969,1.0792,1.07958,700,0,0
2024-02-02 22:15:00,1.07958,1.07973,1.07927,1.07954,550,0,0
2024-02-02 22:30:00,1.07951,1.07951,1.07924,1.07931,749,0,0
2024-02-02 22:45:00,1.07931,1.07954,1.07928,1.07932,675,0,0
2024-02-02 23:00:00,1.07932,1.07939,1.07925,1.07938,352,0,0
2024-02-02 23:15:00,1.07938,1.0794,1.0791,1.07916,243,0,0
2024-02-02 23:30:00,1.07915,1.07917,1.07876,1.0788,336,0,0
2024-02-02 23:45:00,1.0788,1.0789900000000001,1.07877,1.07889,308,0,0
2024-02-05 00:00:00,1.07826,1.0784,1.07809,1.07837,41,50,0
2024-02-05 00:15:00,1.07835,1.07846,1.07809,1.07845,54,50,0
2024-02-05 00:30:00,1.07844,1.07861,1.07821,1.0786,48,50,0
2024-02-05 00:45:00,1.07859,1.07864,1.07801,1.07806,228,50,0
2024-02-05 01:00:00,1.07818,1.07835,1.07707,1.07713,678,50,0
2024-02-05 01:15:00,1.07714,1.07742,1.077,1.07741,370,50,0
2024-02-05 01:30:00,1.07744,1.07801,1.07744,1.07772,409,50,0
2024-02-05 01:45:00,1.07773,1.07814,1.07767,1.07797,469,50,0
2024-02-05 02:00:00,1.07799,1.07832,1.07709,1.07778,1210,50,0
2024-02-05 02:15:00,1.07779,1.07779,1.07704,1.0773,967,50,0
2024-02-05 02:30:00,1.07732,1.07734,1.07673,1.077,1042,50,0
2024-02-05 02:45:00,1.077,1.07744,1.07677,1.07725,822,50,0
2024-02-05 03:00:00,1.0772599999999999,1.07774,1.07719,1.07721,904,50,0
2024-02-05 03:15:00,1.0772,1.07728,1.07687,1.07711,895,50,0
2024-02-05 03:30:00,1.07712,1.07767,1.07712,1.07757,896,50,0
2024-02-05 03:45:00,1.07756,1.07788,1.07739,1.07783,987,50,0
2024-02-05 04:00:00,1.07783,1.07804,1.0777700000000001,1.07796,474,50,0
2024-02-05 04:15:00,1.07795,1.07813,1.0777,1.078,490,50,0
2024-02-05 04:30:00,1.07801,1.07807,1.07769,1.07778,398,50,0
2024-02-05 04:45:00,1.07779,1.078,1.07755,1.0778699999999999,732,50,0
2024-02-05 05:00:00,1.07788,1.07809,1.07763,1.07769,692,50,0
2024-02-05 05:15:00,1.0777,1.0778699999999999,1.07744,1.07761,700,50,0
2024-02-05 05:30:00,1.07761,1.07788,1.07759,1.07783,471,50,0
2024-02-05 05:45:00,1.07783,1.07809,1.0778,1.0779,519,50,0
2024-02-05 06:00:00,1.0779,1.078,1.07772,1.07779,279,50,0
2024-02-05 06:15:00,1.07778,1.07794,1.07769,1.07775,266,50,0
2024-02-05 06:30:00,1.07775,1.0779,1.07756,1.07758,356,50,0
2024-02-05 06:45:00,1.07759,1.07788,1.07755,1.07788,278,50,0
2024-02-05 07:00:00,1.07784,1.0779,1.07733,1.07762,465,50,0
2024-02-05 07:15:00,1.07761,1.07796,1.0776,1.07789,475,50,0
2024-02-05 07:30:00,1.07789,1.07794,1.07758,1.07779,621,50,0
2024-02-05 07:45:00,1.07778,1.07821,1.07756,1.07819,732,50,0
2024-02-05 08:00:00,1.07818,1.07847,1.07796,1.07824,840,50,0
2024-02-05 08:15:00,1.07825,1.07847,1.07801,1.07845,551,50,0
2024-02-05 08:30:00,1.07845,1.07845,1.07785,1.07796,851,50,0
2024-02-05 08:45:00,1.07797,1.07811,1.07772,1.07779,758,50,0
2024-02-05 09:00:00,1.0778,1.07785,1.07744,1.07747,1276,50,0
2024-02-05 09:15:00,1.07748,1.07763,1.07733,1.07749,1147,50,0
2024-02-05 09:30:00,1.07747,1.07833,1.07725,1.078,1334,50,0
2024-02-05 09:45:00,1.078,1.07819,1.07768,1.07802,1535,50,0
2024-02-05 10:00:00,1.07803,1.07861,1.0777,1.07844,1724,50,0
2024-02-05 10:15:00,1.07843,1.07851,1.0772599999999999,1.07728,1761,50,0
2024-02-05 10:30:00,1.07728,1.07744,1.07679,1.07698,1504,50,0
2024-02-05 10:45:00,1.07701,1.07709,1.07634,1.07669,1933,50,0
2024-02-05 11:00:00,1.07668,1.07727,1.0766,1.07669,1607,50,0
2024-02-05 11:15:00,1.07669,1.0767,1.07606,1.07614,1052,50,0
2024-02-05 11:30:00,1.07618,1.07636,1.07598,1.07603,527,0,0
2024-02-05 11:45:00,1.07603,1.07618,1.0752,1.07538,785,0,0
2024-02-05 12:00:00,1.07538,1.0756000000000001,1.07505,1.07531,792,0,0
2024-02-05 12:15:00,1.07531,1.07556,1.07498,1.07502,657,0,0
2024-02-05 12:30:00,1.07502,1.07552,1.07479,1.07494,795,0,0
2024-02-05 12:45:00,1.07494,1.07522,1.07479,1.07494,566,0,0
2024-02-05 13:00:00,1.07494,1.07544,1.07471,1.07528,597,0,0
2024-02-05 13:15:00,1.07528,1.07574,1.0752,1.07563,508,0,0
2024-02-05 13:30:00,1.07563,1.07567,1.07485,1.07554,717,0,0
2024-02-05 13:45:00,1.07554,1.07586,1.07511,1.07549,700,0,0
2024-02-05 14:00:00,1.0755,1.07561,1.07494,1.07524,726,0,0
2024-02-05 14:15:00,1.07524,1.07576,1.0751,1.07572,626,0,0
2024-02-05 14:30:00,1.07572,1.07577,1.07508,1.07508,825,0,0
2024-02-05 14:45:00,1.07509,1.07549,1.07495,1.07497,863,0,0
2024-02-05 15:00:00,1.07496,1.07503,1.07449,1.07465,1007,0,0
2024-02-05 15:15:00,1.07465,1.07476,1.07448,1.07458,847,0,0
2024-02-05 15:30:00,1.07458,1.07481,1.0743,1.07436,823,0,0
2024-02-05 15:45:00,1.07436,1.07456,1.07363,1.07376,849,0,0
2024-02-05 16:00:00,1.07375,1.07446,1.07373,1.07445,889,0,0
2024-02-05 16:15:00,1.07445,1.07449,1.07417,1.0742,608,0,0
2024-02-05 16:30:00,1.0742,1.07444,1.07351,1.07355,1436,0,0
2024-02-05 16:45:00,1.07355,1.07441,1.07355,1.0742,1485,0,0
2024-02-05 17:00:00,1.0742,1.0742,1.07253,1.0734,2365,0,0
2024-02-05 17:15:00,1.07339,1.07378,1.0727,1.07365,1665,0,0
2024-02-05 17:30:00,1.07367,1.07381,1.07232,1.07254,1486,0,0
2024-02-05 17:45:00,1.07254,1.07319,1.07236,1.07254,1406,0,0
2024-02-05 18:00:00,1.07254,1.0731600000000001,1.07247,1.07269,980,0,0
2024-02-05 18:15:00,1.07269,1.07296,1.0725500000000001,1.07275,825,0,0
2024-02-05 18:30:00,1.07275,1.0731600000000001,1.07273,1.07286,731,0,0
2024-02-05 18:45:00,1.07286,1.0735999999999999,1.07285,1.07354,568,0,0
2024-02-05 19:00:00,1.07354,1.07365,1.07341,1.07358,588,0,0
2024-02-05 19:15:00,1.07358,1.07411,1.07355,1.07405,667,0,0
2024-02-05 19:30:00,1.07404,1.07428,1.07379,1.07384,712,0,0
2024-02-05 19:45:00,1.07383,1.07422,1.0738,1.07392,642,0,0
2024-02-05 20:00:00,1.07392,1.0743800000000001,1.07374,1.0743,616,0,0
2024-02-05 20:15:00,1.0743,1.07443,1.07409,1.07414,570,0,0
2024-02-05 20:30:00,1.07415,1.0746,1.07413,1.07445,513,0,0
2024-02-05 20:45:00,1.07445,1.07466,1.07428,1.07441,478,0,0
2024-02-05 21:00:00,1.07441,1.07462,1.07431,1.0743800000000001,538,0,0
2024-02-05 21:15:00,1.0743800000000001,1.0746,1.07423,1.07453,454,0,0
2024-02-05 21:30:00,1.07453,1.07464,1.07432,1.07435,501,0,0
2024-02-05 21:45:00,1.07435,1.07453,1.0742099999999999,1.07429,648,0,0
2024-02-05 22:00:00,1.07429,1.07431,1.07368,1.07373,586,0,0
2024-02-05 22:15:00,1.07373,1.07404,1.0737,1.07393,683,0,0
2024-02-05 22:30:00,1.07393,1.0742,1.07389,1.07415,421,0,0
2024-02-05 22:45:00,1.07415,1.07442,1.07415,1.07426,551,0,0
2024-02-05 23:00:00,1.07426,1.07429,1.07398,1.07399,341,0,0
2024-02-05 23:15:00,1.07398,1.07406,1.07394,1.07403,212,0,0
2024-02-05 23:30:00,1.07403,1.07409,1.07398,1.07408,246,0,0
2024-02-05 23:45:00,1.07408,1.07426,1.07404,1.07424,285,0,0
2024-02-06 00:00:00,1.07422,1.07436,1.074,1.074,39,9,0
2024-02-06 00:15:00,1.074,1.07401,1.07384,1.07396,68,0,0
2024-02-06 00:30:00,1.07396,1.07426,1.07396,1.07418,104,0,0
2024-02-06 00:45:00,1.07417,1.0743800000000001,1.07417,1.07431,133,4,0
2024-02-06 01:00:00,1.07437,1.07437,1.07422,1.07428,155,0,0
2024-02-06 01:15:00,1.07428,1.07434,1.07426,1.07428,182,0,0
2024-02-06 01:30:00,1.07428,1.0743,1.07411,1.07427,150,0,0
2024-02-06 01:45:00,1.07427,1.07433,1.0741,1.07411,213,0,0
2024-02-06 02:00:00,1.07411,1.07439,1.07411,1.07424,247,0,0
2024-02-06 02:15:00,1.07424,1.07433,1.07422,1.07425,256,0,0
2024-02-06 02:30:00,1.07425,1.07442,1.07424,1.0744,215,0,0
2024-02-06 02:45:00,1.0744,1.07453,1.07431,1.0743800000000001,320,0,0
2024-02-06 03:00:00,1.07439,1.07472,1.07437,1.07464,493,0,0
2024-02-06 03:15:00,1.07464,1.0747,1.07427,1.07447,444,0,0
2024-02-06 03:30:00,1.07447,1.07461,1.07417,1.07433,383,0,0
2024-02-06 03:45:00,1.07433,1.07464,1.0743,1.07455,451,0,0
2024-02-06 04:00:00,1.07454,1.07467,1.07439,1.07445,412,0,0
2024-02-06 04:15:00,1.07445,1.0746,1.07443,1.07451,305,0,0
2024-02-06 04:30:00,1.07451,1.07491,1.07449,1.0749,304,0,0
2024-02-06 04:45:00,1.0749,1.07491,1.07455,1.07459,285,0,0
2024-02-06 05:00:00,1.07459,1.07469,1.07454,1.07456,308,0,0
2024-02-06 05:15:00,1.07458,1.07481,1.07454,1.07463,250,0,0
2024-02-06 05:30:00,1.07463,1.07488,1.07446,1.07446,555,0,0
2024-02-06 05:45:00,1.07446,1.07452,1.07434,1.07441,363,0,0
2024-02-06 06:00:00,1.07441,1.07454,1.07436,1.07446,290,0,0
2024-02-06 06:15:00,1.07446,1.07504,1.0744,1.07503,461,0,0
2024-02-06 06:30:00,1.07504,1.07504,1.07472,1.07485,367,0,0
2024-02-06 06:45:00,1.07485,1.07502,1.07481,1.07489,294,0,0
2024-02-06 07:00:00,1.0749,1.07516,1.07489,1.07501,443,0,0
2024-02-06 07:15:00,1.075,1.07514,1.07492,1.0751,353,0,0
2024-02-06 07:30:00,1.07511,1.07539,1.07511,1.07538,349,0,0
2024-02-06 07:45:00,1.07538,1.07542,1.07525,1.07535,294,0,0
2024-02-06 08:00:00,1.07535,1.07535,1.07495,1.07509,513,0,0
2024-02-06 08:15:00,1.07509,1.07512,1.07491,1.07494,591,0,0
2024-02-06 08:30:00,1.07494,1.0753,1.07483,1.07513,482,0,0
2024-02-06 08:45:00,1.07513,1.07531,1.07503,1.07511,442,0,0
2024-02-06 09:00:00,1.07511,1.07615,1.07507,1.07605,878,0,0
2024-02-06 09:15:00,1.07605,1.07625,1.07574,1.07581,761,0,0
2024-02-06 09:30:00,1.07581,1.07603,1.07541,1.07569,812,0,0
2024-02-06 09:45:00,1.07569,1.07574,1.07518,1.0752,812,0,0
2024-02-06 10:00:00,1.0752,1.07576,1.0752,1.0757,1027,0,0
2024-02-06 10:15:00,1.07569,1.076,1.07546,1.07564,895,0,0
2024-02-06 10:30:00,1.07564,1.07579,1.07506,1.07519,865,0,0
2024-02-06 10:45:00,1.07515,1.07517,1.07451,1.07461,1031,0,0
2024-02-06 11:00:00,1.07461,1.07474,1.0741,1.0743800000000001,1070,0,0
2024-02-06 11:15:00,1.07437,1.07439,1.0739,1.07406,624,0,0
2024-02-06 11:30:00,1.07407,1.07453,1.0738,1.07385,894,0,0
2024-02-06 11:45:00,1.07384,1.07385,1.07256,1.07292,770,0,0
2024-02-06 12:00:00,1.07292,1.07339,1.07279,1.07335,720,0,0
2024-02-06 12:15:00,1.07335,1.07364,1.07305,1.07307,592,0,0
2024-02-06 12:30:00,1.07307,1.07327,1.07279,1.07288,702,0,0
2024-02-06 12:45:00,1.07288,1.07333,1.07277,1.07293,574,0,0
2024-02-06 13:00:00,1.07293,1.07306,1.07254,1.07265,611,0,0
2024-02-06 13:15:00,1.07264,1.07347,1.07243,1.07342,617,0,0
2024-02-06 13:30:00,1.07342,1.07396,1.07325,1.07395,596,0,0
2024-02-06 13:45:00,1.07395,1.0743,1.07387,1.07388,567,0,0
2024-02-06 14:00:00,1.07387,1.07393,1.07345,1.07348,751,0,0
2024-02-06 14:15:00,1.07346,1.0735999999999999,1.07272,1.07278,685,0,0
2024-02-06 14:30:00,1.07278,1.07333,1.07227,1.07333,739,0,0
2024-02-06 14:45:00,1.07332,1.07388,1.07328,1.07361,719,0,0
2024-02-06 15:00:00,1.0735999999999999,1.07439,1.0732,1.07401,1281,0,0
2024-02-06 15:15:00,1.07401,1.07417,1.07317,1.07317,1116,0,0
2024-02-06 15:30:00,1.07317,1.07348,1.07281,1.0731600000000001,1015,0,0
2024-02-06 15:45:00,1.0731600000000001,1.07335,1.0728,1.07305,1200,0,0
2024-02-06 16:00:00,1.07306,1.0737700000000001,1.07298,1.07352,1165,0,0
2024-02-06 16:15:00,1.07352,1.07356,1.0729,1.07326,1225,0,0
2024-02-06 16:30:00,1.07327,1.07405,1.07301,1.07395,1398,0,0
2024-02-06 16:45:00,1.07394,1.07435,1.0739,1.07403,1270,0,0
2024-02-06 17:00:00,1.07403,1.07472,1.07368,1.07469,1386,0,0
2024-02-06 17:15:00,1.07469,1.07481,1.07394,1.07423,1436,0,0
2024-02-06 17:30:00,1.07423,1.07484,1.07397,1.07452,1361,0,0
2024-02-06 17:45:00,1.07452,1.07465,1.07408,1.07433,1382,0,0
2024-02-06 18:00:00,1.07433,1.07448,1.07391,1.07416,1042,0,0
2024-02-06 18:15:00,1.07416,1.07494,1.07416,1.07484,984,0,0
2024-02-06 18:30:00,1.07485,1.07533,1.0746,1.07527,1126,0,0
2024-02-06 18:45:00,1.07526,1.07534,1.07505,1.07505,1162,0,0
2024-02-06 19:00:00,1.07505,1.07519,1.07479,1.07505,1057,0,0
2024-02-06 19:15:00,1.07505,1.07536,1.07498,1.07514,1077,0,0
2024-02-06 19:30:00,1.07515,1.07525,1.07483,1.07516,558,0,0
2024-02-06 19:45:00,1.07517,1.07552,1.07498,1.07511,721,0,0
2024-02-06 20:00:00,1.07511,1.07557,1.07476,1.07491,1094,0,0
2024-02-06 20:15:00,1.07491,1.07515,1.07435,1.07459,938,0,0
2024-02-06 20:30:00,1.07461,1.07521,1.0746,1.07518,854,0,0
2024-02-06 20:45:00,1.07518,1.07544,1.07518,1.0754,786,0,0
2024-02-06 21:00:00,1.0754,1.07546,1.0747,1.07472,756,0,0
2024-02-06 21:15:00,1.07472,1.07513,1.07471,1.07481,810,0,0
2024-02-06 21:30:00,1.07479,1.07507,1.07468,1.0748,793,0,0
2024-02-06 21:45:00,1.0748,1.07503,1.07475,1.07494,668,0,0
2024-02-06 22:00:00,1.07494,1.07545,1.07494,1.07537,581,0,0
2024-02-06 22:15:00,1.07537,1.0754,1.07511,1.07527,632,0,0
2024-02-06 22:30:00,1.07527,1.07545,1.07518,1.07533,651,0,0
2024-02-06 22:45:00,1.07533,1.07574,1.0753,1.07567,670,0,0
2024-02-06 23:00:00,1.07567,1.07567,1.07533,1.07546,258,0,0
2024-02-06 23:15:00,1.07546,1.07546,1.07526,1.07531,163,0,0
2024-02-06 23:30:00,1.07531,1.07549,1.07527,1.07544,210,0,0
2024-02-06 23:45:00,1.07544,1.07562,1.07536,1.0754299999999999,373,0,0
2024-02-07 00:00:00,1.07531,1.07548,1.07521,1.07542,49,9,0
2024-02-07 00:15:00,1.07542,1.07551,1.0752,1.07542,104,0,0
2024-02-07 00:30:00,1.0754299999999999,1.07553,1.07537,1.07542,205,0,0
2024-02-07 00:45:00,1.07542,1.07545,1.07535,1.0754299999999999,36,0,0
2024-02-07 01:00:00,1.07545,1.07568,1.0754299999999999,1.07559,170,0,0
2024-02-07 01:15:00,1.07559,1.0756000000000001,1.07555,1.07559,84,0,0
2024-02-07 01:30:00,1.07559,1.07566,1.07555,1.07561,109,0,0
2024-02-07 01:45:00,1.07561,1.07568,1.07557,1.07568,98,0,0
2024-02-07 02:00:00,1.07568,1.07579,1.07562,1.07571,246,0,0
2024-02-07 02:15:00,1.07571,1.07573,1.0756000000000001,1.0757,236,0,0
2024-02-07 02:30:00,1.0757,1.07594,1.0757,1.07581,205,0,0
2024-02-07 02:45:00,1.07581,1.07593,1.07571,1.0759,244,0,0
2024-02-07 03:00:00,1.0759,1.07624,1.07589,1.07616,535,0,0
2024-02-07 03:15:00,1.07615,1.07627,1.07605,1.0762,388,0,0
2024-02-07 03:30:00,1.0762,1.07624,1.0760399999999999,1.0762,543,0,0
2024-02-07 03:45:00,1.0762,1.07649,1.07618,1.07636,441,0,0
2024-02-07 04:00:00,1.07635,1.07642,1.07618,1.0764,475,0,0
2024-02-07 04:15:00,1.0764,1.07656,1.07636,1.0765,318,0,0
2024-02-07 04:30:00,1.0765,1.07656,1.07639,1.07646,400,0,0
2024-02-07 04:45:00,1.07646,1.07653,1.07634,1.07636,353,0,0
2024-02-07 05:00:00,1.07636,1.07657,1.07628,1.07656,265,0,0
2024-02-07 05:15:00,1.07656,1.0766499999999999,1.07631,1.07638,290,0,0
2024-02-07 05:30:00,1.07638,1.07639,1.07605,1.07611,259,0,0
2024-02-07 05:45:00,1.07611,1.07612,1.07585,1.07588,315,0,0
2024-02-07 06:00:00,1.07588,1.0759,1.07568,1.07577,171,0,0
2024-02-07 06:15:00,1.07577,1.07601,1.07576,1.0759,227,0,0
2024-02-07 06:30:00,1.0759,1.07591,1.07578,1.07586,152,0,0
2024-02-07 06:45:00,1.07585,1.07601,1.07578,1.07591,306,0,0
2024-02-07 07:00:00,1.07591,1.07609,1.07581,1.07586,412,0,0
2024-02-07 07:15:00,1.07586,1.07616,1.07584,1.07615,302,0,0
2024-02-07 07:30:00,1.07616,1.07626,1.07601,1.07621,416,0,0
2024-02-07 07:45:00,1.07621,1.07646,1.07619,1.07628,337,0,0
2024-02-07 08:00:00,1.07629,1.07656,1.07626,1.07628,407,0,0
2024-02-07 08:15:00,1.07628,1.07638,1.07586,1.07586,442,0,0
2024-02-07 08:30:00,1.07587,1.07605,1.07568,1.07601,488,0,0
2024-02-07 08:45:00,1.07601,1.07629,1.07596,1.07611,580,0,0
2024-02-07 09:00:00,1.07612,1.07692,1.0761,1.07691,859,0,0
2024-02-07 09:15:00,1.07691,1.07714,1.07681,1.07706,773,0,0
2024-02-07 09:30:00,1.07706,1.07721,1.07683,1.077,666,0,0
2024-02-07 09:45:00,1.077,1.07729,1.07673,1.0772599999999999,745,0,0
2024-02-07 10:00:00,1.0772599999999999,1.07736,1.07652,1.07657,978,0,0
2024-02-07 10:15:00,1.07657,1.07674,1.0760399999999999,1.07632,988,0,0
