datetime,open,high,low,close,volume
2016-09-13,11.87,12.08,11.84,11.92,29477.73756322
2016-09-14,11.92,12.03,11.8,11.91,24242.33658977
2016-09-15,11.91,12.1,11.91,11.96,23164.41465827
2016-09-16,11.95,12.76,11.86,12.58,56290.96301989
2016-09-17,12.58,12.99,12.41,12.79,33762.67691171
2016-09-18,12.8,12.98,12.33,12.64,55642.67412855
2016-09-19,12.64,13.2,12.61,13.17,37963.90128102
2016-09-20,13.18,15.25,13.1,14.56,103258.24414717
2016-09-21,14.98,15.2,13.16,13.76,86878.31339992
2016-09-22,13.77,13.77,12.33,13.2,69158.51094682
2016-09-23,13.21,13.45,13.14,13.37,25435.93131045
2016-09-24,13.37,13.41,12.62,12.97,36744.51623709
2016-09-25,12.96,13.18,12.8,13.12,19609.30272338
2016-09-26,13.14,13.15,12.83,12.84,23612.37515815
2016-09-27,12.85,13.25,12.85,13.09,28030.75843558
2016-09-28,13.09,13.58,13.09,13.32,43267.65943128
2016-09-29,13.31,13.39,13.1,13.11,36907.16255685
2016-09-30,13.11,13.39,13.08,13.23,33018.43006697
2016-10-01,13.23,13.31,13.09,13.22,32857.12250033
2016-10-02,13.23,13.31,13.19,13.28,20487.3243321
2016-10-03,13.29,13.56,13.25,13.51,36084.40484462
2016-10-04,13.52,13.58,13.24,13.32,54546.99415642
2016-10-05,13.34,13.45,13.08,13.09,36972.42755302
2016-10-06,13.09,13.18,12.68,12.86,48476.08066793
2016-10-07,12.88,13.08,12.5,12.7,53435.17624298
2016-10-08,12.7,12.74,12.06,12.26,33575.16553442
2016-10-09,12.22,12.43,12.02,12.1,24643.27120188
2016-10-10,12.1,12.18,11.62,11.78,48881.85295965
2016-10-11,11.78,12.24,11.7,11.77,37428.62847419
2016-10-12,11.77,12.11,11.68,11.92,35966.20680253
2016-10-13,11.92,12.11,11.72,11.87,33573.94475711
2016-10-14,11.88,12.07,11.84,11.92,36671.12333652
2016-10-15,11.91,11.97,11.78,11.95,21325.87373761
2016-10-16,11.96,12.05,11.9,11.95,16434.51951062
2016-10-17,11.95,11.99,11.83,11.96,29086.86618026
2016-10-18,11.96,12.94,11.95,12.54,46033.28690624
2016-10-19,12.55,12.65,11.88,12.01,39153.6350369
2016-10-20,12.01,12.26,11.92,12.06,30258.77366766
2016-10-21,12.07,12.13,11.96,12.05,19934.99934351
2016-10-22,12.05,12.14,11.87,12.03,25534.43284617
2016-10-23,12.04,12.06,11.87,11.94,20447.6787279
2016-10-24,11.93,11.99,11.89,11.92,22587.73970274
2016-10-25,11.91,11.95,11.05,11.33,73843.36530765
2016-10-26,11.32,11.7,11.32,11.49,43365.69437554
2016-10-27,11.49,11.57,11.22,11.48,43041.55366569
2016-10-28,11.49,11.63,10.93,11.13,49280.81055404
2016-10-29,11.14,11.35,9.52,10.47,88253.02376514
2016-10-30,10.45,11.45,10.35,11.19,43247.01519783
2016-10-31,11.2,11.44,10.85,10.97,34573.58358316
2016-11-01,10.97,11.25,10.35,10.84,72257.87837691
2016-11-02,10.84,11.17,10.72,10.83,39938.25548255
2016-11-03,10.82,11.14,10.77,10.87,51296.3181471
2016-11-04,10.87,11.16,10.81,11.15,34173.19268052
2016-11-05,11.16,11.24,11.01,11.16,22486.50204423
2016-11-06,11.16,11.2,10.92,11.01,20054.20708478
2016-11-07,11.01,11.06,10.9,10.93,28151.129996
2016-11-08,10.93,11.01,10.81,10.84,41425.93379279
2016-11-09,10.83,10.86,10.28,10.62,73175.2243969
2016-11-10,10.64,10.68,10.44,10.51,26510.99928124
2016-11-11,10.51,10.72,10.16,10.29,44519.98049712
2016-11-12,10.29,10.34,9.65,9.95,46389.01102957
2016-11-13,9.92,10.41,9.82,10.14,26632.72759074
2016-11-14,10.13,10.19,9.93,10.02,29852.22718226
2016-11-15,10.0,10.3,9.81,10.27,30112.61210255
2016-11-16,10.27,10.42,9.82,10.0,42878.9240058
2016-11-17,10.0,10.13,9.8,9.91,48661.31895181
2016-11-18,9.9,9.97,9.45,9.51,55819.74097787
2016-11-19,9.51,9.78,9.45,9.68,25492.17245913
2016-11-20,9.69,9.78,9.52,9.6,25186.76775388
2016-11-21,9.58,9.65,9.41,9.54,28988.66220382
2016-11-22,9.53,10.21,9.49,9.87,38033.8677779
2016-11-23,9.87,9.93,9.73,9.8,21427.23282124
2016-11-24,9.8,9.82,8.68,9.18,67233.11391859
2016-11-25,9.19,9.74,9.16,9.4,21992.7200396
2016-11-26,9.42,9.48,9.26,9.33,17875.33366307
2016-11-27,9.33,9.33,8.66,8.98,61939.50710924
2016-11-28,8.97,9.0,8.63,8.67,46708.57126503
2016-11-29,8.67,8.72,7.79,8.14,84684.16746046
2016-11-30,8.14,8.75,8.14,8.61,57443.67791609
2016-12-01,8.59,8.68,8.3,8.45,42193.04172297
2016-12-02,8.46,8.46,7.27,7.73,118183.25313796
2016-12-03,7.73,8.12,7.34,7.86,57901.27746199
2016-12-04,7.87,7.92,7.35,7.37,45053.36838461
2016-12-05,7.39,7.58,6.56,6.75,93549.91705137
2016-12-06,6.76,7.99,5.81,7.83,169727.89511206
2016-12-07,7.83,8.6,7.33,8.35,91022.39199888
2016-12-08,8.35,8.95,8.2,8.2,69191.58131147
2016-12-09,8.21,8.65,7.97,8.47,60616.06116836
2016-12-10,8.46,8.55,8.04,8.14,44650.73726691
2016-12-11,8.14,8.26,8.11,8.23,22169.58367344
2016-12-12,8.23,8.62,8.18,8.5,44454.92057029
2016-12-13,8.53,8.57,8.35,8.41,37242.66222809
2016-12-14,8.4,8.48,8.19,8.24,34073.30998726
2016-12-15,8.24,8.32,7.64,7.83,74745.17121022
2016-12-16,7.85,7.95,7.77,7.84,33701.60810742
2016-12-17,7.84,7.93,7.51,7.85,37375.06272
2016-12-18,7.84,7.97,7.69,7.92,21241.08083959
2016-12-19,7.92,7.95,7.57,7.64,41333.50672096
2016-12-20,7.65,7.77,7.55,7.64,28560.53439842
2016-12-21,7.64,7.97,7.64,7.91,46350.30741928
2016-12-22,7.93,7.95,7.5,7.55,86905.17310973
2016-12-23,7.54,7.67,7.01,7.13,95553.44592549
2016-12-24,7.14,7.46,7.08,7.22,29874.25951248
2016-12-25,7.23,7.34,7.12,7.19,26438.83510247
2016-12-26,7.18,7.33,7.02,7.26,26970.32002986
2016-12-27,7.23,7.37,7.05,7.16,45356.90645935
2016-12-28,7.15,7.72,7.05,7.62,98303.43480063
2016-12-29,7.6,8.53,7.6,8.29,152526.66075647
2016-12-30,8.3,8.52,8.01,8.21,66140.23918059
2016-12-31,8.2,8.29,8.0,8.16,43418.8498603
2017-01-01,8.16,8.6,8.08,8.18,59519.78894094
2017-01-02,8.2,8.53,8.05,8.38,70490.23263029
2017-01-03,8.38,10.02,8.24,9.59,193090.5325617
2017-01-04,9.62,11.17,9.34,11.17,249702.49312189
2017-01-05,11.13,11.8,9.08,10.23,318195.64966402
2017-01-06,10.23,10.46,9.52,10.14,139579.01357529
2017-01-07,10.14,10.21,9.55,9.92,68202.88241145
2017-01-08,9.92,10.58,9.89,10.5,62882.92455958
2017-01-09,10.5,10.94,10.23,10.39,71537.68592965
2017-01-10,10.41,10.75,10.34,10.63,55080.01658617
2017-01-11,10.63,10.84,9.47,9.95,156690.86721608
2017-01-12,9.96,10.17,9.12,9.8,79647.24561381
2017-01-13,9.81,9.91,9.51,9.84,77394.58240566
2017-01-14,9.84,9.94,9.69,9.86,37283.35356003
2017-01-15,9.86,10.05,9.8,9.9,27754.14426025
2017-01-16,9.91,10.23,9.56,9.66,63109.15135822
2017-01-17,9.66,10.53,9.65,10.34,70391.9885457
2017-01-18,10.33,10.51,9.99,10.23,62955.27909693
2017-01-19,10.24,10.5,10.18,10.42,47611.24661444
2017-01-20,10.46,10.81,10.42,10.62,59455.01891867
2017-01-21,10.65,11.06,10.58,10.93,60044.83210136
2017-01-22,10.94,11.07,10.66,10.77,49893.01076167
2017-01-23,10.77,10.85,10.65,10.8,35338.62281061
2017-01-24,10.79,10.92,10.51,10.57,55179.70253114
2017-01-25,10.57,10.66,10.43,10.55,41045.88754223
2017-01-26,10.54,10.67,10.5,10.6,43444.18171844
2017-01-27,10.61,10.64,10.42,10.55,45845.48034511
2017-01-28,10.55,10.58,10.47,10.58,26322.92714156
2017-01-29,10.58,10.58,10.46,10.49,19237.12895493
2017-01-30,10.5,10.71,10.37,10.6,42007.88104909
2017-01-31,10.59,10.79,10.58,10.7,40509.60288467
2017-02-01,10.7,10.86,10.51,10.72,58400.82763664
2017-02-02,10.73,10.86,10.62,10.82,48583.70326323
2017-02-03,10.82,10.99,10.67,10.99,49696.94671619
2017-02-04,10.99,11.45,10.98,11.41,89642.39949355
2017-02-05,11.39,11.44,11.15,11.26,39382.95306944
2017-02-06,11.27,11.42,11.22,11.34,47907.3447215
2017-02-07,11.33,11.59,11.29,11.51,57274.01020311
2017-02-08,11.51,11.65,11.15,11.41,88158.86526488
2017-02-09,11.41,11.54,10.61,11.02,118356.17173816
2017-02-10,11.02,11.48,10.88,11.43,69285.63535576
2017-02-11,11.44,11.52,11.34,11.52,35280.52010547
2017-02-12,11.51,11.54,11.4,11.5,23350.56327133
2017-02-13,11.5,11.54,11.21,11.43,50130.29677266
2017-02-14,11.42,14.7,11.39,13.14,260872.34248683
2017-02-15,13.16,13.2,12.66,12.98,117752.61105449
2017-02-16,12.98,13.03,12.62,12.89,89348.20727242
2017-02-17,12.92,12.95,12.71,12.75,90714.24317995
2017-02-18,12.77,12.93,12.77,12.89,45730.92082413
2017-02-19,12.87,12.95,12.79,12.9,34815.25412059
2017-02-20,12.9,12.95,12.56,12.61,70683.04381469
2017-02-21,12.59,12.87,12.3,12.83,99099.33659705
2017-02-22,12.83,12.99,12.68,12.75,83638.11582907
2017-02-23,12.74,13.37,12.73,13.21,101645.2415701
2017-02-24,13.22,13.33,12.81,13.2,141593.77689977
2017-02-25,13.18,13.87,13.06,13.65,96882.62283402
2017-02-26,13.64,14.84,13.4,14.74,100654.43777812
2017-02-27,14.74,16.32,14.37,15.66,228006.55645929
2017-02-28,15.66,16.94,15.21,16.4,345271.59116257
2017-03-01,15.75,17.58,15.68,17.37,251745.10779028
2017-03-02,17.46,19.99,16.88,19.27,353524.92611792
2017-03-03,19.27,21.49,18.2,19.68,418297.89550869
2017-03-04,19.61,20.4,18.65,18.65,150803.54752055
2017-03-05,18.65,19.45,18.18,19.4,128246.54175649
2017-03-06,19.39,20.24,19.17,19.68,141853.14193665
2017-03-07,19.68,19.77,18.59,18.96,156651.35264277
2017-03-08,18.96,18.96,16.65,16.68,280505.20713503
2017-03-09,16.66,18.29,16.2,17.82,182292.81461265
2017-03-10,17.81,19.7,17.01,19.2,309439.25716125
2017-03-11,19.21,21.89,18.91,21.64,228815.88246844
2017-03-12,21.67,24.25,21.33,23.39,263673.05636486
2017-03-13,23.38,31.1,23.38,28.64,625354.24051185
2017-03-14,28.63,30.0,27.16,28.69,226096.64753758
2017-03-15,28.69,35.86,28.5,35.65,408524.96947696
2017-03-16,35.66,47.03,35.65,45.96,732580.28886923
2017-03-17,45.97,57.67,35.04,44.62,719985.84989644
2017-03-18,44.62,45.0,30.7,33.64,569966.50109942
2017-03-19,34.03,45.64,33.78,43.21,459232.39385515
2017-03-20,43.21,45.25,40.86,42.31,229608.94221823
2017-03-21,42.37,43.68,41.76,42.36,153385.24652058
2017-03-22,42.39,42.59,38.26,41.37,215331.31154119
2017-03-23,41.33,43.97,40.33,42.99,176283.58226551
2017-03-24,42.92,53.44,42.5,52.93,412077.11150094
2017-03-25,52.93,53.4,47.29,50.5,322875.49976772
2017-03-26,50.61,51.5,48.51,50.73,139381.60730493
2017-03-27,50.74,51.71,48.28,48.97,167954.10960827
2017-03-28,48.97,50.44,48.51,50.3,148961.43460651
2017-03-29,50.29,53.97,50.11,53.1,242696.94276526
2017-03-30,53.11,53.34,51.52,51.88,133949.75343624
2017-03-31,51.87,52.41,46.98,50.18,248184.61398357
2017-04-01,50.17,51.85,48.85,50.71,90500.31838149
2017-04-02,50.72,51.19,48.14,48.74,150244.53593327
2017-04-03,48.74,48.97,42.39,44.25,324319.06028293
2017-04-04,44.33,46.25,41.45,44.47,218472.02147232
2017-04-05,44.45,47.63,44.2,44.78,153161.83660282
2017-04-06,44.97,45.97,41.1,43.3,172306.59173301
2017-04-07,43.31,44.64,41.57,42.32,106456.14070104
2017-04-08,42.32,45.5,42.31,44.45,78801.726831
2017-04-09,44.5,44.74,42.72,43.92,56534.48029788
2017-04-10,43.92,44.65,42.72,43.92,68377.98513004
2017-04-11,43.92,44.5,43.55,43.83,55284.12760715
2017-04-12,43.84,47.88,43.58,46.48,124468.48627904
2017-04-13,46.48,51.11,46.22,49.77,175187.47016084
2017-04-14,49.86,50.0,46.52,47.2,85109.7751633
2017-04-15,47.19,74.98,46.78,48.94,43693.04585819
2017-04-16,48.93,49.25,47.5,48.13,42384.56530848
2017-04-17,48.19,48.29,47.5,47.94,54227.36640121
2017-04-18,47.94,49.93,47.7,49.79,81393.9122876
2017-04-19,49.85,50.32,47.25,47.78,103907.90858065
2017-04-20,47.71,49.5,47.6,49.38,93735.58522977
2017-04-21,49.39,49.49,48.24,48.37,76552.53094971
2017-04-22,48.38,49.08,48.22,48.61,59641.96199605
2017-04-23,48.58,49.0,48.25,48.96,53556.71591886
2017-04-24,48.95,50.44,48.94,50.12,87541.85950957
2017-04-25,50.11,50.75,50.0,50.31,76648.08871869
2017-04-26,50.28,54.85,50.25,53.42,188049.80301613
2017-04-27,53.4,63.99,52.66,63.67,307148.30636896
2017-04-28,63.65,74.9,62.5,73.14,442921.18135476
2017-04-29,73.17,74.89,68.24,70.4,243330.29671571
2017-04-30,70.37,82.9,70.0,80.87,272307.30087488
2017-05-01,80.72,85.21,72.24,79.35,417924.11535989
2017-05-02,79.05,83.07,75.54,77.55,211378.02819441
2017-05-03,77.55,81.4,75.89,81.29,217887.00012124
2017-05-04,81.19,96.66,80.31,95.97,356318.1438017
2017-05-05,95.98,98.98,89.0,91.93,241440.1723698
2017-05-06,91.94,96.42,91.94,95.84,111473.40974383
2017-05-07,95.74,97.95,90.0,93.82,146704.7426076
2017-05-08,93.83,94.74,85.1,89.25,212998.74977984
2017-05-09,89.25,90.08,75.89,86.58,274317.97090647
2017-05-10,86.77,91.98,85.39,88.36,143176.40257741
2017-05-11,88.36,90.99,87.01,88.3,115231.87479637
2017-05-12,88.3,90.3,82.2,85.17,135905.56078613
2017-05-13,85.19,88.74,82.0,88.42,88764.58772447
2017-05-14,88.38,89.94,87.13,89.39,53063.13338631
2017-05-15,89.42,94.7,89.28,91.0,131363.64582398
2017-05-16,91.0,92.3,87.08,87.98,127231.00022453
2017-05-17,87.97,89.98,82.5,86.88,152795.43726305
2017-05-18,86.88,96.2,86.5,96.2,173625.24322665
2017-05-19,96.2,129.98,96.18,125.14,484630.316657
2017-05-20,125.04,129.34,121.0,123.63,201025.57359568
2017-05-21,123.56,148.97,122.0,148.78,324006.43960756
2017-05-22,148.86,184.22,131.22,160.1,644273.1716854
2017-05-23,160.38,177.9,155.7,169.95,269504.95674999
2017-05-24,169.9,202.0,167.7,196.06,361470.85784076
2017-05-25,196.05,217.85,162.04,181.51,484975.36393576
2017-05-26,181.4,199.99,140.0,163.8,442739.38733464
2017-05-27,163.78,172.0,115.67,159.91,465437.92029385
2017-05-28,159.71,185.0,159.59,175.48,236048.08435851
2017-05-29,175.48,199.0,167.0,194.82,218954.39607822
2017-05-30,194.89,233.09,185.0,228.69,448799.28541494
2017-05-31,228.67,234.76,215.42,229.14,350748.08045495
2017-06-01,229.15,238.97,206.02,221.91,345620.06538661
2017-06-02,221.84,229.75,216.5,222.04,166454.3515687
2017-06-03,221.95,227.5,218.56,224.95,110291.48994177
2017-06-04,224.95,249.04,224.0,245.5,212990.77161956
2017-06-05,245.48,248.98,241.2,248.0,148012.87141512
2017-06-06,247.99,269.36,247.0,264.22,321257.13754041
2017-06-07,264.5,265.63,244.98,255.68,218451.7317111
2017-06-08,255.61,261.0,250.0,258.64,137027.20512509
2017-06-09,258.64,279.39,258.63,279.38,191150.05975101
2017-06-10,279.39,358.46,278.03,340.2,424269.45519765
2017-06-11,340.13,355.0,317.05,343.01,251526.11642898
2017-06-12,343.29,420.0,306.11,397.37,535807.37275223
2017-06-13,397.36,400.0,359.75,388.0,270476.84967737
2017-06-14,388.0,394.47,315.0,341.7,373882.12090848
2017-06-15,341.7,356.29,253.0,343.71,750552.70232997
2017-06-16,343.71,364.0,314.0,354.26,256375.67115986
2017-06-17,354.26,369.0,341.65,368.98,144149.67943169
2017-06-18,368.99,381.66,340.11,351.85,156569.03884936
2017-06-19,351.84,362.5,346.88,358.71,103120.69222457
2017-06-20,358.71,365.79,325.0,350.94,209201.65923438
2017-06-21,350.94,352.0,0.1,325.41,441449.72983966
2017-06-22,327.36,336.68,305.0,320.02,149181.79483138
2017-06-23,320.02,332.95,316.66,326.99,77450.68733618
2017-06-24,326.98,330.7,295.55,304.5,131625.76300771
2017-06-25,304.5,310.0,251.3,278.49,263539.27127496
2017-06-26,278.49,293.0,206.5,252.99,572327.07792308
2017-06-27,252.97,288.51,211.0,287.23,469363.14454721
2017-06-28,287.27,323.69,260.11,315.32,401411.43973853
2017-06-29,315.32,322.9,286.22,292.95,204009.03186533
2017-06-30,292.95,306.5,270.5,280.04,232770.11496367
2017-07-01,280.03,281.98,253.23,263.12,179041.22371058
2017-07-02,263.12,293.73,255.7,285.0,191572.82260716
2017-07-03,285.0,285.0,273.07,276.37,126101.36349921
2017-07-04,276.37,282.83,265.0,269.2,109679.71817595
2017-07-05,269.18,274.97,252.67,266.27,166163.90647145
2017-07-06,266.27,275.0,261.59,266.01,86798.37421098
2017-07-07,266.01,266.97,235.01,241.28,179643.78239179
2017-07-08,241.27,249.5,231.25,246.64,135553.94613742
2017-07-09,246.65,253.31,236.0,238.81,71500.75627037
2017-07-10,238.4,240.33,185.39,202.86,398041.70357687
2017-07-11,201.65,216.5,175.56,190.57,529884.63788858
2017-07-12,190.57,228.88,181.0,224.04,417514.89238521
2017-07-13,224.01,227.0,193.07,205.0,226699.02590419
2017-07-14,205.0,206.99,183.12,197.23,213188.74009561
2017-07-15,197.23,198.97,167.0,167.72,261390.37737053
2017-07-16,168.22,172.3,130.26,155.68,609640.25747522
2017-07-17,155.69,191.5,153.25,190.87,632198.84128556
2017-07-18,190.87,249.4,176.51,227.01,871486.85742525
2017-07-19,227.01,243.9,186.01,194.74,769832.272328
2017-07-20,194.74,237.0,194.74,226.06,616596.49227661
2017-07-21,226.23,238.0,208.5,216.6,289938.17184544
2017-07-22,216.58,237.67,215.1,230.69,179566.03971823
2017-07-23,230.69,234.35,221.2,228.31,115026.49432892
2017-07-24,228.27,229.99,224.0,225.96,74988.12540113
2017-07-25,225.97,226.59,193.0,203.78,367646.15788578
2017-07-26,203.78,209.89,193.4,203.23,212126.71693004
2017-07-27,203.23,205.0,198.85,202.94,125511.49297384
2017-07-28,202.95,203.95,189.34,190.72,170551.22979694
2017-07-29,190.99,209.77,178.03,205.9,273049.87544549
2017-07-30,205.89,209.9,193.26,196.95,105150.12887105
2017-07-31,196.95,201.98,190.78,200.82,117870.21208966
2017-08-01,200.83,232.73,200.82,225.73,435806.82462287
2017-08-02,225.73,228.8,215.37,217.92,149917.3774405
2017-08-03,217.92,227.53,217.35,224.0,113161.87452226
2017-08-04,224.0,226.82,219.51,220.72,98579.24462276
2017-08-05,220.72,258.98,219.54,251.85,321010.76739422
2017-08-06,251.86,273.0,250.99,263.96,239167.77373496
2017-08-07,263.97,274.81,257.1,269.9,168723.43057382
2017-08-08,269.89,299.45,267.0,295.95,267302.64930407
2017-08-09,295.95,314.71,276.55,295.26,465374.56335406
2017-08-10,295.26,309.8,288.34,300.51,154431.32113167
2017-08-11,300.51,310.0,295.79,309.65,131543.77345794
2017-08-12,309.65,319.7,303.61,308.35,175661.18081898
2017-08-13,308.35,309.95,287.0,296.66,196015.46006707
2017-08-14,296.67,309.35,294.96,299.16,116394.59975549
2017-08-15,299.16,299.18,267.0,286.71,213475.96869542
2017-08-16,286.71,303.9,280.0,300.45,125548.24950077
2017-08-17,300.45,309.41,298.0,300.67,117913.06770258
2017-08-18,300.66,306.09,287.0,292.87,132176.43410008
2017-08-19,292.86,298.7,287.0,293.58,68015.67500724
2017-08-20,293.58,298.5,289.5,297.79,55102.04407497
2017-08-21,297.79,344.34,295.27,322.0,312029.89411077
2017-08-22,322.0,329.97,292.0,314.19,200165.56685601
2017-08-23,314.19,324.61,313.72,317.5,102640.68582938
2017-08-24,317.5,328.0,316.0,324.56,77759.33281317
2017-08-25,324.56,336.99,324.38,330.14,118403.86049802
2017-08-26,330.14,334.51,325.1,332.99,64257.23654457
2017-08-27,332.99,348.2,332.44,348.2,94727.24092539
2017-08-28,348.2,349.99,336.35,347.54,111495.22073893
