datetime,Open,High,Low,Close,Volume,Spread,RealVolume
2024-02-01 19:00:00,1.27246,1.2735699999999999,1.27236,1.27329,1566,1,0
2024-02-01 19:15:00,1.27329,1.27353,1.27288,1.2732700000000001,1290,1,0
2024-02-01 19:30:00,1.27322,1.27386,1.27298,1.2734,988,1,0
2024-02-01 19:45:00,1.2734,1.27396,1.2732700000000001,1.27363,1034,1,0
2024-02-01 20:00:00,1.27363,1.27368,1.27283,1.27353,1129,1,0
2024-02-01 20:15:00,1.27353,1.27355,1.27283,1.2730000000000001,952,1,0
2024-02-01 20:30:00,1.2730000000000001,1.27413,1.27285,1.27393,1197,1,0
2024-02-01 20:45:00,1.27393,1.27427,1.2736100000000001,1.27407,871,1,0
2024-02-01 21:00:00,1.27407,1.27525,1.27407,1.27523,844,1,0
2024-02-01 21:15:00,1.27523,1.27555,1.2749,1.27535,636,1,0
2024-02-01 21:30:00,1.27535,1.27546,1.27442,1.27506,566,1,0
2024-02-01 21:45:00,1.27506,1.27527,1.27446,1.27475,712,1,0
2024-02-01 22:00:00,1.27471,1.27505,1.27444,1.2747899999999999,534,1,0
2024-02-01 22:15:00,1.2748,1.27482,1.27434,1.27461,542,1,0
2024-02-01 22:30:00,1.27461,1.27472,1.2744900000000001,1.27457,535,1,0
2024-02-01 22:45:00,1.2745600000000001,1.27472,1.27426,1.27471,778,1,0
2024-02-01 23:00:00,1.27469,1.27471,1.27432,1.27466,613,1,0
2024-02-01 23:15:00,1.27466,1.27478,1.27442,1.2744900000000001,287,1,0
2024-02-01 23:30:00,1.27453,1.27458,1.2741799999999999,1.27438,371,1,0
2024-02-01 23:45:00,1.27438,1.27443,1.27421,1.27438,268,1,0
2024-02-02 00:00:00,1.27421,1.27426,1.2738800000000001,1.27408,30,35,0
2024-02-02 00:15:00,1.27408,1.27429,1.27397,1.27413,50,17,0
2024-02-02 00:30:00,1.27409,1.27445,1.27409,1.2742,138,17,0
2024-02-02 00:45:00,1.2742200000000001,1.27431,1.27419,1.27428,116,32,0
2024-02-02 01:00:00,1.27431,1.27488,1.27431,1.27461,203,1,0
2024-02-02 01:15:00,1.27461,1.27462,1.27446,1.27447,54,2,0
2024-02-02 01:30:00,1.27447,1.2746,1.27444,1.27459,120,1,0
2024-02-02 01:45:00,1.27459,1.27461,1.27455,1.27458,50,3,0
2024-02-02 02:00:00,1.27458,1.2752,1.27458,1.27502,234,1,0
2024-02-02 02:15:00,1.27501,1.27534,1.27496,1.27528,374,1,0
2024-02-02 02:30:00,1.27527,1.27548,1.27519,1.27531,352,1,0
2024-02-02 02:45:00,1.2753,1.27535,1.27429,1.27447,538,1,0
2024-02-02 03:00:00,1.27447,1.27502,1.27423,1.2744900000000001,515,1,0
2024-02-02 03:15:00,1.2745,1.27495,1.27448,1.2747,433,1,0
2024-02-02 03:30:00,1.2747,1.27492,1.27441,1.2747,699,1,0
2024-02-02 03:45:00,1.2747,1.2747,1.27433,1.27457,559,1,0
2024-02-02 04:00:00,1.27457,1.27499,1.27453,1.27468,496,1,0
2024-02-02 04:15:00,1.27467,1.27484,1.27463,1.2747899999999999,339,1,0
2024-02-02 04:30:00,1.27481,1.27496,1.27463,1.27484,340,1,0
2024-02-02 04:45:00,1.27484,1.27532,1.2748,1.2753,261,1,0
2024-02-02 05:00:00,1.2753,1.27545,1.2751000000000001,1.2751000000000001,243,1,0
2024-02-02 05:15:00,1.2751000000000001,1.27516,1.27464,1.27475,219,1,0
2024-02-02 05:30:00,1.27474,1.2748300000000001,1.27432,1.27444,331,1,0
2024-02-02 05:45:00,1.27444,1.2749,1.27442,1.27482,213,1,0
2024-02-02 06:00:00,1.27482,1.27504,1.2748,1.27492,239,1,0
2024-02-02 06:15:00,1.27492,1.2752,1.27471,1.27472,237,1,0
2024-02-02 06:30:00,1.27472,1.27478,1.2745199999999999,1.27454,202,1,0
2024-02-02 06:45:00,1.27454,1.2747,1.27435,1.27468,213,1,0
2024-02-02 07:00:00,1.27468,1.27474,1.2745,1.2745600000000001,293,1,0
2024-02-02 07:15:00,1.2745600000000001,1.27499,1.27451,1.27485,353,1,0
2024-02-02 07:30:00,1.27485,1.2751700000000001,1.27472,1.275,524,1,0
2024-02-02 07:45:00,1.275,1.27529,1.27492,1.27494,309,1,0
2024-02-02 08:00:00,1.27494,1.27527,1.2747899999999999,1.2751000000000001,396,1,0
2024-02-02 08:15:00,1.2751000000000001,1.2751000000000001,1.27446,1.27497,710,1,0
2024-02-02 08:30:00,1.27497,1.27505,1.2746,1.27492,553,1,0
2024-02-02 08:45:00,1.27491,1.27505,1.27436,1.27462,394,1,0
2024-02-02 09:00:00,1.27463,1.27521,1.27442,1.27515,769,1,0
2024-02-02 09:15:00,1.27514,1.27551,1.27457,1.2746,649,1,0
2024-02-02 09:30:00,1.2746,1.27552,1.27433,1.27546,788,1,0
2024-02-02 09:45:00,1.2754699999999999,1.2757100000000001,1.27472,1.27508,804,1,0
2024-02-02 10:00:00,1.27507,1.27675,1.27502,1.27672,994,1,0
2024-02-02 10:15:00,1.27672,1.27674,1.2758099999999999,1.27612,719,1,0
2024-02-02 10:30:00,1.27612,1.27633,1.2754400000000001,1.2755,671,1,0
2024-02-02 10:45:00,1.27551,1.27553,1.2742,1.27423,685,1,0
2024-02-02 11:00:00,1.27423,1.27533,1.2742200000000001,1.27506,1006,1,0
2024-02-02 11:15:00,1.27506,1.27596,1.27494,1.27596,803,1,0
2024-02-02 11:30:00,1.27596,1.2764,1.27594,1.27636,613,1,0
2024-02-02 11:45:00,1.2763499999999999,1.2763499999999999,1.27543,1.27575,716,1,0
2024-02-02 12:00:00,1.27575,1.27722,1.27563,1.27626,687,1,0
2024-02-02 12:15:00,1.27626,1.2763900000000001,1.27586,1.27623,474,1,0
2024-02-02 12:30:00,1.27625,1.27637,1.2757800000000001,1.2759800000000001,403,1,0
2024-02-02 12:45:00,1.2759800000000001,1.2766899999999999,1.2757399999999999,1.27645,451,1,0
2024-02-02 13:00:00,1.27645,1.2766199999999999,1.2754699999999999,1.27557,488,1,0
2024-02-02 13:15:00,1.27557,1.27604,1.2753700000000001,1.27597,452,1,0
2024-02-02 13:30:00,1.27597,1.27631,1.2758,1.2760500000000001,463,1,0
2024-02-02 13:45:00,1.27603,1.27606,1.27563,1.27591,515,1,0
2024-02-02 14:00:00,1.2759,1.27593,1.27516,1.27562,561,1,0
2024-02-02 14:15:00,1.27557,1.27595,1.27553,1.27557,364,1,0
2024-02-02 14:30:00,1.27555,1.2757100000000001,1.2751299999999999,1.27524,594,1,0
